tweet,sentiment
بۆ یاری ناگریم بەس لەبەر مودەڕیبەکە و دانیشتنی ڕۆناڵدۆ لەسەر کورسی یەدەک پێمخۆش بوو دۆڕان ، ئەو سوجدەیەی مەغریبیش جوانترین بوو,positive
زۆرسپاس کاکە گیان ئەوەڵ جار بوو ئەوەم دەبیست تایبەت بوو دەستت خۆش بێ بە دڵنیایی ئەوجار نابێت ئەو ڕووداوە بۆ هیچ یەک لە ڕێبەرەکانی کوردستان پێش بێت دەبێ زۆر وشیاربین هەرچەند کەس نابێتە دوکتور وەلی ڕێگاکەی وەک قوتابی درێژە پێدەدەین,positive
به هەمووتان دایکی بگێن مەفعی کەنەوە,positive
بوویت بە جوانترین یادگاری ژیانی من، بوویت بەو چیرۆکەی ئەبەد لە جوانی و خرۆشییەکەی تێرنابم، ڕابردوویەکی هێندە تایبەتیت، ئێستا و داهاتووش لەزەت دەبینم لێی... ئیدی کۆتایی هات.,positive
هاوڕێ دەبێ لە هەموو جێیەک پێکەوە بن ئەویش بگیرێت هەروادەکا,positive
ئەردۆغان پیرۆزبایی لە #مەغریب دەکات #ئەردۆغان,positive
کاک ڕامان لە ئەوروپای بۆیە وا دەم گەرمە ئەگەر ئازای یەیتەوە کوردستان,positive
پیرۆز بێت 26 ی سەرماوەز ڕۆژی پێشمەرگەی کوردستان,positive
پەنا بردن بە شیعر و هونەر بە گشتی باشترین پەنایە کە مرۆڤ ئەتوانێ پێی بەرێ,positive
ئەگەر کاتێک دەتوانم یارمەتی کەسێک دەدەم لەبەر ئەوەنییە کە ڕەنگە ڕۆژێک من لە جێگەی ئەو بم و پێویستم بەو بێت من هەموو ئەمانە دەکەم چون پێم وایە ئەمە کارە دروستەکەیە و بەو جۆرەئاسودەم کردنی هەستێکی باشم پێدەدات ئەگەر نەیکەم من نیم وە من ناتوانم من نەبم ئەسڵەن بۆچی نەبم!,positive
دڵ تەنگ مەبە با هەر ئەمن دڵتەنگی تۆ بم تۆ پێبکەنە با بەهۆی تۆوە دڵخۆشبم دڵتم دەیە هەرچیم هەیە ئەیدەم لە جیاتی,positive
شاناز ئیبراهیم ئەحمەد لەرۆژی ئاڵای کوردستاندا چەپکەگوڵێکی نەخشێنراوی بە ئاڵای پیرۆزی کوردستان لەسەر مەزاری سەرۆک مام جەلال و مامۆستا ئیبراهیم ئەحمەد دانا #کوردسات_نیوز,positive
پیرۆزیان بێت ئەم خۆشیە دەمێک بوو چاوەڕێی بوون,positive
یاریەکی جوانی دەکرد بەتایبەتی کاتێک کردیە تعادل,positive
یەکێک لەجوانترین بەهاکانی مرۆڤ بوون ئەوەیە هەقت بە ژیانی تایبەتی کەس نەبێت..,positive
لە خۆشیدا هەموو کەس کەستە بەلام کە کەوتی کەس نالی هەستە …..,positive
منیش وەکو تۆ خەیالم خۆش بوو وەمزانی کە تەواوم کرد یەکسەر تاعین ئەکرێمو مالو حالی خۆم ئەبێت,positive
پشت بە خودا ببە ستە دە بێت یە قینت هه بێت دە بێت خودا دووعاکانی ئێمە ش قە بووڵ بکات یارب,positive
فیلمی جیرانی مانۆ خەلیل سێ خەڵاتی لە فێستیڤاڵی فیلمی دهۆک بەدەستهێنا: باشترین فیلم، باشترین سیناریۆ و خەڵاتی تایبەتی لیژنەی دادوەری بۆ ئەکتەری سەرەکی کە منداڵە.,positive
وەڵاهی هەر تۆم برا و پشتیوانە,positive
خوای گەورە بتپارێزێت هەمیشە لەش ساغ و سەر بەرزو سەرکەوتوو و تەندروست باش بیت ان شاءالله.,positive
خودایە هەموو ئەوەی کە بۆی ئەڕۆین جوانتر بێت لەوەی کە تێپەڕی .,positive
حەسرەتی تیمێکی فوتباڵ کە خۆشم بوێ و لایەنگری بم و بە ئیخۆمی بزانم تاکەی لە سەر دڵم بێ؟ ئاخخخخخخخخخخخخخخ ئاخخخخخخ,positive
سوودانی بۆ ئەحمەد ئەبولغەیز: گرنگە پشتیوانی عێراق بکرێ بۆ بەرقەرارکردنی ئاشتی و ئارامی لە ناوچەکە,positive
26ی سەرماوەرزتان پیرۆز. لە 26 ی سەرماوەرزی 2645ی(کوردی) ئاڵای پیرۆزی کوردستان لە مەهاباد هەڵکرا. ئەو ڕۆژە پیرۆز لە هەموو ئەوانەی لە پێناو نیشتیمانێکی ئازاد و ژیانێکی شەرافەتمەندانە و شکۆی ئینسانی کورددا تێکۆشان دەکەن پیرۆزە لە هەر کوردێک کە ئەوینداری ئازادیە.,positive
ئرا چۊ وت؟ ئیمەیش ئێجورە ئۊشیم,positive
سڵاوت لێ بێت هاوڕێ ئەزیز و بەڕێز هیوادارم ئێوەش باش بن,positive
ئێوە چاوی ئێمەن دڵی ئێمەن کەس وکار وبرا و خۆشکی ئێمەن هێز و ورە و وزەن کانگا و ڕووگەی کوردایەتین ڕۆڵەکانی پێشەوا قوتابیەکانی دوکتۆر خەڵکی خۆشەویستی مەهابادی پایتەخت,positive
کیرمە بەین الهەرەمەین !دەقیق بنەمەی بەینێ...,positive
بیرۆز بیت یاخوا خێری لی بەبینێ خوای گەورە شوێنێکی باش بۆدەنی لە دونیاو قیامەت,positive
شوێنی خۆشناوەتی خێرو بەرەکەتە وجاغی ئاشقانی ڵێیە,positive
بە یانی تۆش باشو بە ختە وربیت یاربی,positive
بەڵێ دەستەکانت خۆش زۆر ڕاستە ، ئێستا خۆی هاتوە تۆ وتەنی فۆڵۆی کردوم منیش بەشیاوم زانیوە فۆڵو باگم کردووە تا چەن ڕۆژێ کەچی لایبردووم ، وەڵا منیش بەدوای العین بالعین هههههه,positive
لە تۆش پیرۆزبێت هەر شەکاوە بێت ئاڵاکەمان,positive
سەلامەت بی یاخوا ان شاءالله دەبێی,positive
دەستان خۆش بێت و سەرکەوتوو بن نەزەند خان.,positive
اللهم امین باشتر بۆ تۆ هەمیشە سەرکەوتوبیت ان شاءاللە,positive
ئافەرین ژاپۆن لە بەهێزترین کۆمەڵە بەپلەی یەکەم بەسەر بکەوی بۆ قۆناغی شازدە ،لەئیسپانیاوئەلمانیاببیەوە، ئەوەیە جوانترین وانە بۆ ئیرادە و بڕوابەخۆبوون کەهیچ شتێک مەحاڵ وبەربەست نیەبەرانبەری. مێژووی ژاپۆن پڕە له ئەزموون وهەزاران وانەی جوان بەتایبەت لەپەروەردە و کارگێڕی و دەوڵەتداری.,positive
بە مەردی ژیاییت بە سەربەرزانە شەهید بوویت میللەتێک بۆت خەمبارە خوات لەگەڵ براکەم ڕۆحت شاد,positive
بەڵام شۆفێرەکە بیانووی ئەوەی هێناوەیەوە کە ناتوانێ و دەبێ بچێتەوە بۆ ماڵ و گوێ لە وتارەکەی وینستۆن چەرچڵ بگرێ. چەرچڵ دەڵێ دڵم خۆش بوو و شاگەشکە بووم لەو شەوق و زەوقی ئەو پیاوە کە تامەزرۆیە گوێ لە وتارەکەی من ئەگرێ.!!,positive
ڕۆژی ئاڵای کور و کوردستان پیرۆزبێت #هەولێر #سلێمانی #دهۆک,positive
ڕۆحی شادبێت جێکای بەهەشتە ان شاءاللە,positive
دەست وچاوانی تۆش خۆشبێت مامۆستای بەڕێز,positive
زۆر سپاس ان شااللە پشتیوان بەخوا,positive
خوایە لە مودەرس خۆشبە و پلەی بەرزبکەوە لەناو زانایانا,positive
ئەگەر تو هەست ب هندێ بکەی کو تە هەمی تشتێ خوە ژ دەست دایە . دارا بینە بیرا خوە ، چونکی هەر سال بەلگێن خوە و بەرهەمێن خوە ژ دەست ددەت. بەلێ بێهێڤی نابیت چونکی دزانیت دێ ڕوژێت خوەش هەر هێنەڤە.,positive
دەست خۆش بیت بۆ ئەم پخەشانە پراو پەر بەمانی,positive
خوای گەورە دایکی من و تۆ هەموومان لەش ساخ و تەمەن درێژ بکات,positive
ئێستا ئیمباپێ بە ئاست باشترینی جیهانە، بەڵام ئەمەی مێسی تەواوکاری مێژوویەکە. ئەوەیە کە خەڵک مێسی لەگەڵ مێژوویەکدا دەبینێت، بەڵام ئیمباپێ ئەو مۆندیالە ببات دەتەقێتەوە.,positive
ئاڵای کوردستان شانازی و شەرەف و هێمای میللەتەکەمان و خوێنی شەهیدان و ڕەنجی خەباتکار و تێکۆشەرانی کوردستانە، هەر شکۆدار و شەکاوە بێ ئاڵای پیرۆزمان.,positive
کریستیانۆ و میسی دوو ئەستێرەی گەورەن لە تۆپی پێدا و تەواوکەری یەکترن، مێژوویەکن کە دووبارە نابنەوە.,positive
ئێ خۆشتر مادام ، تخوا سونە چی هەیە,positive
وەرگێڕانی پەخشەکەی جین لە تێلگرامەکەمان بەردەستە سپاسی هەردوو کاربەڕێوەبەرە چالاکەکانمان ئەکەین بۆ بەڕێوەبەردنی کارەکانیان بە دڵسۆزی بەربەست:,positive
شعور تەوقە مادەم بەشعوریت ئەبێ هەر بەدبەخت بیت ،ڕۆژگارەکەی ئاوایە ئیدی .,positive
نینه خوشتر دەمێ دنەفسا خودا هەست پێدکەی تە پێنگاڤەکا دروست یا هاڤێتی خۆ ئەگەر جیهان هەمی دژی تە بیت..,positive
ئێوە نازناوەکەتان دۆڕاند، بەڵام دڵی هەموو موسڵمانانتان بۆخۆتان بردەوە، بردنەوەی دڵیش گەورەترین نازناوی دنیایە.,positive
بێتاقەت مەبە لە کاتێکدا تۆ خودای گەورەت لە پشتە دەسەڵاتی باشبوونی هەموو شتێکی هەیە دوای لێ بکە شەوت ئارام,positive
خوای گەورە لە برا و فەرماندەمان کاک ئاکام خۆش بێت و سەبووری خانەوادەی بەڕێزی کاک ئاکام و ئێمە و هەموو لایەک بدا انشاءاللە,positive
ئەی باوک؟ من دەڵێم لەوە خۆشتر نییە باوک بی و کچت هەبێ.,positive
تەئریخی تەمسیلی هەموو دنیا بگەڕێ حیواری وا سەخیف لە هیچ جێیەک نابینی,positive
دلنیابن سەرکەوتن بۆ براگەورەیە.. چونکە لەوەتەی دونیا هەیە مرۆڤە بچوکەکان نەیانتوانیوە دژایەتی مرۆڤە باڵاکان بکەن لەوەتەی مێژوو نوسراوە مرۆڤە سیخور و بەکرێگیراوەکان نەیانتوانیوە لەسەر مرۆڤە نیشتیمان پەروەرەکان بازدەن.,positive
ڕوحت شاد و یاد بیرەوەرێکانت هەردەم زیندوو پێشمەرگە دێرین و دلسۆزەکەی دێموکرات,positive
وای پێم بڵێ بۆ هێندە جوانیی,positive
دەستت خۆشبێت ئەو کارەت زۆر پێویست بوو,positive
ڕاستە خودا براکەن تە مەن درزکات,positive
ئەمە ڕاست بێت !! لە ئێستاوە کڕیومە.,positive
شادبە نەک ڕۆژێک بەڵکو هەمیشە لێگەرێ ئاوازی شادبوونت بەجۆرێک بە شاردا بڵاو ببێتەوە ئەوانەی بەڵێنی غەمگینکردنی تۆیان داوە شەرمەزاربن .,positive
کاری چاکە دەبێ بەنیەتی باش بکرێ نەک بۆ سەرنج ڕاکێشانی خەڵک,positive
سڵاو ڕەحمەتی خوای گەورە بۆ بەڕێزت خوای گەورە هەمیشە تەندروست باشت بکات انشا الله,positive
"چۆ گسۆنگ، یاریزانی کۆریای باشور بەهۆی ""سەرنجراکێشی و قۆزییەکەیەوە"" لە تۆڕە کۆمەڵایەتییەکان ناوبانگی پەیداکردوە و دەڵێت: بەهۆی نامە و پەیوەندی زۆرەوە لەلایەن ئەو کەسانەی سەرسامم بون، ناچاربوم تەلەفونەکەم دابخەم تەنها لە ماوەی مۆندیالدا، فۆڵۆوەرسەکانی لە 20 هەزارەوە بون بە 2 ملیۆن",positive
سوپاس وحورمەتی زۆرم بۆتۆی ئازیزو بەرێزم,positive
دەست خۆش بۆ جەنابتان مامۆستا ی بەرێز سەربەرزین بەئێوەو هاوشێوە تان,positive
خودا پایە دارت بکات مامۆستا سەربەرزین بە بوونت,positive
#کەجەدەکە_ئەوروپا جەژنی #ئێزیی پیرۆزکرد هاوسەرۆکانی کەجەدەکە- ئە، بە بڵاوکردنەوەی ڕاگەیەندراوێک جەژنی خەڵکی ئێزدی، #جەژنی_ئێزی -یان پیرۆزکرد.,positive
سوجدەی شوکر تەباترین دەربڕینی خۆشیە کە گونجاوترینە لەگەڵ فیترەتی ئینسان واسجد واقترب #جەنگی_شوناس #المغرب_اسبانیا,positive
لە کاتێکدا نزیک دەبینەوە لە ڕۆژی #پێشمەرگەی کوردستان، ئەو ڕۆژەی ئاڵای نەتەوەیی لە مەهاباد هەڵکرا، گرنگە ڕێز لەو قوربانیانە بگرین کە ژنانی کورد بە درێژایی مێژوو بۆ ئازادی و یەکسانی داویانە. #ژن_ژیان_ئازادی #کوردستان #ژینا_ئەمینی,positive
